"timestep","temp","hum","prec","epsilon","mu_A","theta","gamma_V","phi_HV","phi_VH","mu_V_temp","mu_V_hum","c_temp","c_rain","mu_A_rain","a_rain","gam_V_temp","a_hum"
85.25,14.1395,0.7172,0,0.0128,0.0289,0.2239,0.0302,0.1171,0.0608,0.0283,0.7394,0.5133,-0.0135,0.027,-0.0135,-0.9496,-0.0111
85.3125,14.1412,0.7168,0,0.0128,0.0289,0.2242,0.0302,0.1172,0.0609,0.0283,0.7398,0.5134,-0.0135,0.027,-0.0135,-0.9495,-0.0115
85.375,14.1423,0.7162,0,0.0128,0.0289,0.2244,0.0302,0.1173,0.061,0.0283,0.7404,0.5135,-0.0135,0.027,-0.0135,-0.9495,-0.0121
85.4375,14.1429,0.7155,0,0.0128,0.0289,0.2245,0.0302,0.1173,0.061,0.0283,0.7411,0.5135,-0.0135,0.027,-0.0135,-0.9495,-0.0128
85.5,14.1429,0.7146,0,0.0128,0.0289,0.2245,0.0302,0.1173,0.061,0.0283,0.7419,0.5135,-0.0135,0.027,-0.0135,-0.9495,-0.0137
85.5625,14.1434,0.7137,0,0.0128,0.0289,0.2246,0.0302,0.1174,0.0611,0.0283,0.7428,0.5136,-0.0135,0.027,-0.0135,-0.9494,-0.0146
85.625,14.1445,0.7127,0,0.0128,0.0288,0.2248,0.0302,0.1175,0.0611,0.0283,0.7438,0.5136,-0.0135,0.027,-0.0135,-0.9494,-0.0155
85.6875,14.1462,0.7117,0,0.0128,0.0288,0.2251,0.0302,0.1176,0.0613,0.0283,0.7448,0.5138,-0.0135,0.027,-0.0135,-0.9494,-0.0165
85.75,14.1484,0.7107,0,0.0128,0.0288,0.2254,0.0303,0.1177,0.0614,0.0283,0.7459,0.5139,-0.0135,0.027,-0.0135,-0.9493,-0.0176
85.8125,14.1512,0.7096,0,0.0129,0.0288,0.2259,0.0303,0.1179,0.0616,0.0283,0.747,0.5141,-0.0135,0.027,-0.0135,-0.9492,-0.0187
85.875,14.1546,0.7084,0,0.0129,0.0287,0.2265,0.0303,0.1181,0.0619,0.0282,0.7481,0.5144,-0.0135,0.027,-0.0135,-0.9491,-0.0198
85.9375,14.1585,0.7072,0,0.0129,0.0286,0.2271,0.0303,0.1184,0.0622,0.0282,0.7493,0.5147,-0.0135,0.027,-0.0135,-0.949,-0.021
86,14.1629,0.706,0,0.0129,0.0286,0.2279,0.0303,0.1187,0.0625,0.0282,0.7506,0.515,-0.0135,0.027,-0.0135,-0.9488,-0.0223
86.0625,14.168,0.7047,0,0.013,0.0285,0.2288,0.0303,0.1191,0.0628,0.0282,0.7519,0.5153,-0.0135,0.027,-0.0135,-0.9487,-0.0236
86.125,14.1735,0.7033,0,0.013,0.0284,0.2297,0.0303,0.1194,0.0633,0.0281,0.7532,0.5158,-0.0135,0.027,-0.0135,-0.9485,-0.0249
86.1875,14.1797,0.7019,0,0.013,0.0283,0.2308,0.0303,0.1199,0.0637,0.0281,0.7546,0.5162,-0.0135,0.027,-0.0135,-0.9483,-0.0263
86.25,14.1864,0.7005,0,0.0131,0.0282,0.2319,0.0304,0.1203,0.0642,0.0281,0.756,0.5167,-0.0135,0.027,-0.0135,-0.9481,-0.0278
86.3125,14.1936,0.699,0,0.0131,0.0281,0.2331,0.0304,0.1208,0.0647,0.028,0.7575,0.5172,-0.0135,0.027,-0.0135,-0.9479,-0.0292
86.375,14.2015,0.6975,0,0.0132,0.028,0.2345,0.0304,0.1214,0.0653,0.028,0.7591,0.5178,-0.0135,0.027,-0.0135,-0.9476,-0.0308
86.4375,14.2098,0.6959,0,0.0133,0.0279,0.2359,0.0304,0.1219,0.0659,0.0279,0.7606,0.5184,-0.0135,0.027,-0.0135,-0.9473,-0.0324
86.5,14.2187,0.6943,0,0.0133,0.0278,0.2375,0.0305,0.1225,0.0665,0.0279,0.7623,0.519,-0.0135,0.027,-0.0135,-0.947,-0.034
86.5625,14.2271,0.6926,0,0.0134,0.0277,0.239,0.0305,0.1231,0.0672,0.0278,0.7639,0.5196,-0.0135,0.027,-0.0135,-0.9468,-0.0356
86.625,14.2349,0.691,0,0.0134,0.0276,0.2403,0.0305,0.1237,0.0677,0.0278,0.7655,0.5202,-0.0135,0.027,-0.0135,-0.9465,-0.0372
86.6875,14.2422,0.6894,0,0.0135,0.0275,0.2416,0.0305,0.1242,0.0683,0.0278,0.7671,0.5207,-0.0135,0.027,-0.0135,-0.9462,-0.0388
86.75,14.2489,0.6879,0,0.0135,0.0274,0.2428,0.0305,0.1246,0.0687,0.0277,0.7687,0.5212,-0.0135,0.027,-0.0135,-0.946,-0.0404
86.8125,14.255,0.6863,0,0.0136,0.0273,0.2439,0.0306,0.125,0.0692,0.0277,0.7702,0.5216,-0.0135,0.027,-0.0135,-0.9458,-0.042
86.875,14.2606,0.6847,0,0.0136,0.0272,0.2448,0.0306,0.1254,0.0696,0.0277,0.7718,0.522,-0.0135,0.027,-0.0135,-0.9456,-0.0435
86.9375,14.2656,0.6832,0,0.0136,0.0271,0.2457,0.0306,0.1258,0.07,0.0276,0.7733,0.5224,-0.0135,0.027,-0.0135,-0.9454,-0.0451
87,14.2701,0.6816,0,0.0137,0.0271,0.2465,0.0306,0.1261,0.0703,0.0276,0.7749,0.5227,-0.0135,0.027,-0.0135,-0.9453,-0.0466
87.0625,14.274,0.6801,0,0.0137,0.027,0.2472,0.0306,0.1263,0.0706,0.0276,0.7764,0.523,-0.0135,0.027,-0.0135,-0.9452,-0.0481
87.125,14.2773,0.6786,0,0.0137,0.027,0.2478,0.0306,0.1266,0.0708,0.0276,0.7779,0.5232,-0.0135,0.027,-0.0135,-0.945,-0.0496
87.1875,14.2801,0.6771,0,0.0137,0.0269,0.2483,0.0306,0.1268,0.071,0.0276,0.7794,0.5234,-0.0135,0.027,-0.0135,-0.9449,-0.0511
87.25,14.2824,0.6756,0,0.0137,0.0269,0.2487,0.0306,0.1269,0.0712,0.0275,0.7809,0.5236,-0.0135,0.027,-0.0135,-0.9449,-0.0526
87.3125,14.284,0.6741,0,0.0138,0.0269,0.249,0.0306,0.127,0.0713,0.0275,0.7823,0.5237,-0.0135,0.027,-0.0135,-0.9448,-0.0541
87.375,14.2852,0.6727,0,0.0138,0.0269,0.2492,0.0306,0.1271,0.0714,0.0275,0.7838,0.5238,-0.0135,0.027,-0.0135,-0.9448,-0.0555
87.4375,14.2857,0.6712,0,0.0138,0.0269,0.2493,0.0306,0.1271,0.0714,0.0275,0.7852,0.5238,-0.0135,0.027,-0.0135,-0.9447,-0.057
87.5,14.2857,0.6698,0,0.0138,0.0269,0.2493,0.0306,0.1271,0.0714,0.0275,0.7867,0.5238,-0.0135,0.027,-0.0135,-0.9447,-0.0584
87.5625,14.2852,0.6684,0,0.0138,0.0269,0.2492,0.0306,0.1271,0.0714,0.0275,0.788,0.5238,-0.0135,0.027,-0.0135,-0.9448,-0.0597
87.625,14.284,0.6671,0,0.0138,0.0269,0.249,0.0306,0.127,0.0713,0.0275,0.7893,0.5237,-0.0135,0.027,-0.0135,-0.9448,-0.061
87.6875,14.2824,0.6659,0,0.0137,0.0269,0.2487,0.0306,0.1269,0.0712,0.0275,0.7905,0.5236,-0.0135,0.027,-0.0135,-0.9449,-0.0622
87.75,14.2801,0.6648,0,0.0137,0.0269,0.2483,0.0306,0.1268,0.071,0.0276,0.7916,0.5234,-0.0135,0.027,-0.0135,-0.9449,-0.0633
87.8125,14.2773,0.6638,0,0.0137,0.027,0.2478,0.0306,0.1266,0.0708,0.0276,0.7927,0.5232,-0.0135,0.027,-0.0135,-0.945,-0.0644
87.875,14.274,0.6628,0,0.0137,0.027,0.2472,0.0306,0.1263,0.0706,0.0276,0.7936,0.523,-0.0135,0.027,-0.0135,-0.9452,-0.0654
87.9375,14.2701,0.6619,0,0.0137,0.0271,0.2465,0.0306,0.1261,0.0703,0.0276,0.7945,0.5227,-0.0135,0.027,-0.0135,-0.9453,-0.0662
88,14.2656,0.6611,0,0.0136,0.0271,0.2457,0.0306,0.1258,0.07,0.0276,0.7953,0.5224,-0.0135,0.027,-0.0135,-0.9454,-0.0671
88.0625,14.2606,0.6603,0,0.0136,0.0272,0.2448,0.0306,0.1254,0.0696,0.0277,0.7961,0.522,-0.0135,0.027,-0.0135,-0.9456,-0.0678
88.125,14.255,0.6597,0,0.0136,0.0273,0.2439,0.0306,0.125,0.0692,0.0277,0.7967,0.5216,-0.0135,0.027,-0.0135,-0.9458,-0.0684
88.1875,14.2489,0.6591,0,0.0135,0.0274,0.2428,0.0305,0.1246,0.0687,0.0277,0.7973,0.5212,-0.0135,0.027,-0.0135,-0.946,-0.069
88.25,14.2422,0.6586,0,0.0135,0.0275,0.2416,0.0305,0.1242,0.0683,0.0278,0.7978,0.5207,-0.0135,0.027,-0.0135,-0.9462,-0.0695
88.3125,14.2349,0.6582,0,0.0134,0.0276,0.2403,0.0305,0.1237,0.0677,0.0278,0.7982,0.5202,-0.0135,0.027,-0.0135,-0.9465,-0.0699
88.375,14.2271,0.6578,0,0.0134,0.0277,0.239,0.0305,0.1231,0.0672,0.0278,0.7986,0.5196,-0.0135,0.027,-0.0135,-0.9468,-0.0703
88.4375,14.2188,0.6575,0,0.0133,0.0278,0.2375,0.0305,0.1225,0.0665,0.0279,0.7988,0.519,-0.0135,0.027,-0.0135,-0.947,-0.0706
88.5,14.2098,0.6574,0,0.0133,0.0279,0.2359,0.0304,0.1219,0.0659,0.0279,0.799,0.5184,-0.0135,0.027,-0.0135,-0.9473,-0.0707
88.5625,14.2015,0.6572,0,0.0132,0.028,0.2345,0.0304,0.1214,0.0653,0.028,0.7992,0.5178,-0.0135,0.027,-0.0135,-0.9476,-0.0709
88.625,14.1936,0.657,0,0.0131,0.0281,0.2331,0.0304,0.1208,0.0647,0.028,0.7994,0.5172,-0.0135,0.027,-0.0135,-0.9479,-0.0711
88.6875,14.1864,0.6567,0,0.0131,0.0282,0.2319,0.0304,0.1203,0.0642,0.0281,0.7996,0.5167,-0.0135,0.027,-0.0135,-0.9481,-0.0714
88.75,14.1797,0.6565,0,0.013,0.0283,0.2308,0.0303,0.1199,0.0637,0.0281,0.7998,0.5162,-0.0135,0.027,-0.0135,-0.9483,-0.0716
88.8125,14.1735,0.6563,0,0.013,0.0284,0.2297,0.0303,0.1194,0.0633,0.0281,0.8001,0.5158,-0.0135,0.027,-0.0135,-0.9485,-0.0718
88.875,14.168,0.6561,0,0.013,0.0285,0.2288,0.0303,0.1191,0.0628,0.0282,0.8003,0.5153,-0.0135,0.027,-0.0135,-0.9487,-0.072
88.9375,14.1629,0.6558,0,0.0129,0.0286,0.2279,0.0303,0.1187,0.0625,0.0282,0.8005,0.515,-0.0135,0.027,-0.0135,-0.9488,-0.0722
89,14.1585,0.6556,0,0.0129,0.0286,0.2271,0.0303,0.1184,0.0622,0.0282,0.8008,0.5147,-0.0135,0.027,-0.0135,-0.949,-0.0725
89.0625,14.1546,0.6554,0,0.0129,0.0287,0.2265,0.0303,0.1181,0.0619,0.0282,0.801,0.5144,-0.0135,0.027,-0.0135,-0.9491,-0.0727
89.125,14.1512,0.6551,0,0.0129,0.0288,0.2259,0.0303,0.1179,0.0616,0.0283,0.8013,0.5141,-0.0135,0.027,-0.0135,-0.9492,-0.073
89.1875,14.1484,0.6548,0,0.0128,0.0288,0.2254,0.0303,0.1177,0.0614,0.0283,0.8015,0.5139,-0.0135,0.027,-0.0135,-0.9493,-0.0732
89.25,14.1462,0.6546,0,0.0128,0.0288,0.2251,0.0302,0.1176,0.0613,0.0283,0.8018,0.5138,-0.0135,0.027,-0.0135,-0.9494,-0.0735
89.3125,14.1445,0.6543,0,0.0128,0.0288,0.2248,0.0302,0.1175,0.0611,0.0283,0.802,0.5136,-0.0135,0.027,-0.0135,-0.9494,-0.0738
89.375,14.1434,0.654,0,0.0128,0.0289,0.2246,0.0302,0.1174,0.0611,0.0283,0.8023,0.5136,-0.0135,0.027,-0.0135,-0.9494,-0.074
89.4375,14.1429,0.6538,0,0.0128,0.0289,0.2245,0.0302,0.1173,0.061,0.0283,0.8026,0.5135,-0.0135,0.027,-0.0135,-0.9495,-0.0743
89.5,14.1429,0.6535,0,0.0128,0.0289,0.2245,0.0302,0.1173,0.061,0.0283,0.8029,0.5135,-0.0135,0.027,-0.0135,-0.9495,-0.0746
89.5625,14.1434,0.6531,0,0.0128,0.0289,0.2246,0.0302,0.1174,0.0611,0.0283,0.8032,0.5136,-0.0135,0.027,-0.0135,-0.9494,-0.075
89.625,14.1445,0.6527,0,0.0128,0.0288,0.2248,0.0302,0.1175,0.0611,0.0283,0.8037,0.5136,-0.0135,0.027,-0.0135,-0.9494,-0.0754
89.6875,14.1462,0.6522,0,0.0128,0.0288,0.2251,0.0302,0.1176,0.0613,0.0283,0.8041,0.5138,-0.0135,0.027,-0.0135,-0.9494,-0.0759
89.75,14.1484,0.6517,0,0.0128,0.0288,0.2254,0.0303,0.1177,0.0614,0.0283,0.8047,0.5139,-0.0135,0.027,-0.0135,-0.9493,-0.0764
89.8125,14.1512,0.651,0,0.0129,0.0288,0.2259,0.0303,0.1179,0.0616,0.0283,0.8053,0.5141,-0.0135,0.027,-0.0135,-0.9492,-0.077
89.875,14.1546,0.6504,0,0.0129,0.0287,0.2265,0.0303,0.1181,0.0619,0.0282,0.806,0.5144,-0.0135,0.027,-0.0135,-0.9491,-0.0777
89.9375,14.1585,0.6496,0,0.0129,0.0286,0.2271,0.0303,0.1184,0.0622,0.0282,0.8067,0.5147,-0.0135,0.027,-0.0135,-0.949,-0.0784
90,14.1629,0.6488,0,0.0129,0.0286,0.2279,0.0303,0.1187,0.0625,0.0282,0.8075,0.515,-0.0135,0.027,-0.0135,-0.9488,-0.0792
90.0625,14.168,0.6479,0,0.013,0.0285,0.2288,0.0303,0.1191,0.0628,0.0282,0.8084,0.5153,-0.0135,0.027,-0.0135,-0.9487,-0.0801
90.125,14.1735,0.647,0,0.013,0.0284,0.2297,0.0303,0.1194,0.0633,0.0281,0.8093,0.5158,-0.0135,0.027,-0.0135,-0.9485,-0.0811
90.1875,14.1797,0.6459,0,0.013,0.0283,0.2308,0.0303,0.1199,0.0637,0.0281,0.8103,0.5162,-0.0135,0.027,-0.0135,-0.9483,-0.0821
90.25,14.1864,0.6449,0,0.0131,0.0282,0.2319,0.0304,0.1203,0.0642,0.0281,0.8114,0.5167,-0.0135,0.027,-0.0135,-0.9481,-0.0831
90.3125,14.1936,0.6437,0,0.0131,0.0281,0.2331,0.0304,0.1208,0.0647,0.028,0.8125,0.5172,-0.0135,0.027,-0.0135,-0.9479,-0.0843
90.375,14.2015,0.6425,0,0.0132,0.028,0.2345,0.0304,0.1214,0.0653,0.028,0.8137,0.5178,-0.0135,0.027,-0.0135,-0.9476,-0.0855
90.4375,14.2098,0.6412,0,0.0133,0.0279,0.2359,0.0304,0.1219,0.0659,0.0279,0.815,0.5184,-0.0135,0.027,-0.0135,-0.9473,-0.0867
90.5,14.2187,0.6399,0,0.0133,0.0278,0.2375,0.0305,0.1225,0.0665,0.0279,0.8163,0.519,-0.0135,0.027,-0.0135,-0.947,-0.0881
90.5625,14.2271,0.6385,0,0.0134,0.0277,0.239,0.0305,0.1231,0.0672,0.0278,0.8176,0.5196,-0.0135,0.027,-0.0135,-0.9468,-0.0894
90.625,14.2349,0.6372,0,0.0134,0.0276,0.2403,0.0305,0.1237,0.0677,0.0278,0.819,0.5202,-0.0135,0.027,-0.0135,-0.9465,-0.0907
90.6875,14.2422,0.6359,0,0.0135,0.0275,0.2416,0.0305,0.1242,0.0683,0.0278,0.8202,0.5207,-0.0135,0.027,-0.0135,-0.9462,-0.092
90.75,14.2489,0.6346,0,0.0135,0.0274,0.2428,0.0305,0.1246,0.0687,0.0277,0.8215,0.5212,-0.0135,0.027,-0.0135,-0.946,-0.0932
90.8125,14.255,0.6333,0,0.0136,0.0273,0.2439,0.0306,0.125,0.0692,0.0277,0.8228,0.5216,-0.0135,0.027,-0.0135,-0.9458,-0.0945
90.875,14.2606,0.6321,0,0.0136,0.0272,0.2448,0.0306,0.1254,0.0696,0.0277,0.824,0.522,-0.0135,0.027,-0.0135,-0.9456,-0.0958
90.9375,14.2656,0.6308,0,0.0136,0.0271,0.2457,0.0306,0.1258,0.07,0.0276,0.8253,0.5224,-0.0135,0.027,-0.0135,-0.9454,-0.097
91,14.2701,0.6296,0,0.0137,0.0271,0.2465,0.0306,0.1261,0.0703,0.0276,0.8265,0.5227,-0.0135,0.027,-0.0135,-0.9453,-0.0982
91.0625,14.274,0.6283,0,0.0137,0.027,0.2472,0.0306,0.1263,0.0706,0.0276,0.8277,0.523,-0.0135,0.027,-0.0135,-0.9452,-0.0995
91.125,14.2773,0.6271,0,0.0137,0.027,0.2478,0.0306,0.1266,0.0708,0.0276,0.8289,0.5232,-0.0135,0.027,-0.0135,-0.945,-0.1007
91.1875,14.2801,0.6259,0,0.0137,0.0269,0.2483,0.0306,0.1268,0.071,0.0276,0.8301,0.5234,-0.0135,0.027,-0.0135,-0.9449,-0.1019
91.25,14.2824,0.6247,0,0.0137,0.0269,0.2487,0.0306,0.1269,0.0712,0.0275,0.8313,0.5236,-0.0135,0.027,-0.0135,-0.9449,-0.103
91.3125,14.284,0.6235,0,0.0138,0.0269,0.249,0.0306,0.127,0.0713,0.0275,0.8325,0.5237,-0.0135,0.027,-0.0135,-0.9448,-0.1042
91.375,14.2852,0.6223,0,0.0138,0.0269,0.2492,0.0306,0.1271,0.0714,0.0275,0.8336,0.5238,-0.0135,0.027,-0.0135,-0.9448,-0.1054
91.4375,14.2857,0.6212,0,0.0138,0.0269,0.2493,0.0306,0.1271,0.0714,0.0275,0.8348,0.5238,-0.0135,0.027,-0.0135,-0.9447,-0.1065
91.5,14.2857,0.62,0,0.0138,0.0269,0.2493,0.0306,0.1271,0.0714,0.0275,0.8359,0.5238,-0.0135,0.027,-0.0135,-0.9447,-0.1076
91.5625,14.2852,0.619,0,0.0138,0.0269,0.2492,0.0306,0.1271,0.0714,0.0275,0.8369,0.5238,-0.0135,0.027,-0.0135,-0.9448,-0.1087
91.625,14.284,0.618,0,0.0138,0.0269,0.249,0.0306,0.127,0.0713,0.0275,0.8378,0.5237,-0.0135,0.027,-0.0135,-0.9448,-0.1096
91.6875,14.2824,0.6172,0,0.0137,0.0269,0.2487,0.0306,0.1269,0.0712,0.0275,0.8386,0.5236,-0.0135,0.027,-0.0135,-0.9449,-0.1104
91.75,14.2801,0.6165,0,0.0137,0.0269,0.2483,0.0306,0.1268,0.071,0.0276,0.8393,0.5234,-0.0135,0.027,-0.0135,-0.9449,-0.111
91.8125,14.2773,0.616,0,0.0137,0.027,0.2478,0.0306,0.1266,0.0708,0.0276,0.8399,0.5232,-0.0135,0.027,-0.0135,-0.945,-0.1116
91.875,14.274,0.6155,0,0.0137,0.027,0.2472,0.0306,0.1263,0.0706,0.0276,0.8404,0.523,-0.0135,0.027,-0.0135,-0.9452,-0.1121
91.9375,14.2701,0.6151,0,0.0137,0.0271,0.2465,0.0306,0.1261,0.0703,0.0276,0.8407,0.5227,-0.0135,0.027,-0.0135,-0.9453,-0.1124
92,14.2656,0.6149,0,0.0136,0.0271,0.2457,0.0306,0.1258,0.07,0.0276,0.8409,0.5224,-0.0135,0.027,-0.0135,-0.9454,-0.1127
92.0625,14.2606,0.6148,0,0.0136,0.0272,0.2448,0.0306,0.1254,0.0696,0.0277,0.8411,0.522,-0.0135,0.027,-0.0135,-0.9456,-0.1128
92.125,14.255,0.6148,0,0.0136,0.0273,0.2439,0.0306,0.125,0.0692,0.0277,0.8411,0.5216,-0.0135,0.027,-0.0135,-0.9458,-0.1128
92.1875,14.2489,0.6149,0,0.0135,0.0274,0.2428,0.0305,0.1246,0.0687,0.0277,0.841,0.5212,-0.0135,0.027,-0.0135,-0.946,-0.1127
92.25,14.2422,0.6151,0,0.0135,0.0275,0.2416,0.0305,0.1242,0.0683,0.0278,0.8408,0.5207,-0.0135,0.027,-0.0135,-0.9462,-0.1125
92.3125,14.2349,0.6154,0,0.0134,0.0276,0.2403,0.0305,0.1237,0.0677,0.0278,0.8404,0.5202,-0.0135,0.027,-0.0135,-0.9465,-0.1122
92.375,14.2271,0.6158,0,0.0134,0.0277,0.239,0.0305,0.1231,0.0672,0.0278,0.84,0.5196,-0.0135,0.027,-0.0135,-0.9468,-0.1117
92.4375,14.2187,0.6164,0,0.0133,0.0278,0.2375,0.0305,0.1225,0.0665,0.0279,0.8395,0.519,-0.0135,0.027,-0.0135,-0.947,-0.1112
92.5,14.2098,0.6171,0,0.0133,0.0279,0.2359,0.0304,0.1219,0.0659,0.0279,0.8388,0.5184,-0.0135,0.027,-0.0135,-0.9473,-0.1105
92.5625,14.1992,0.6177,0,0.0132,0.0281,0.2341,0.0304,0.1212,0.0651,0.028,0.8382,0.5176,-0.0135,0.027,-0.0135,-0.9477,-0.1099
92.625,14.1869,0.6183,0,0.0131,0.0282,0.232,0.0304,0.1204,0.0642,0.0281,0.8376,0.5167,-0.0135,0.027,-0.0135,-0.9481,-0.1093
92.6875,14.173,0.6189,0,0.013,0.0284,0.2296,0.0303,0.1194,0.0632,0.0281,0.837,0.5157,-0.0135,0.027,-0.0135,-0.9485,-0.1087
92.75,14.1574,0.6195,0,0.0129,0.0287,0.227,0.0303,0.1183,0.0621,0.0282,0.8365,0.5146,-0.0135,0.027,-0.0135,-0.949,-0.1082
92.8125,14.1401,0.62,0,0.0128,0.0289,0.224,0.0302,0.1172,0.0608,0.0283,0.8359,0.5133,-0.0135,0.027,-0.0135,-0.9495,-0.1077
92.875,14.1211,0.6205,0,0.0127,0.0292,0.2209,0.0302,0.1159,0.0594,0.0284,0.8355,0.5119,-0.0135,0.027,-0.0135,-0.9501,-0.1072
92.9375,14.1004,0.6209,0,0.0125,0.0295,0.2174,0.0301,0.1145,0.0579,0.0285,0.835,0.5104,-0.0135,0.027,-0.0135,-0.9507,-0.1067
93,14.0781,0.6214,0,0.0124,0.0298,0.2137,0.03,0.1129,0.0563,0.0287,0.8346,0.5088,-0.0135,0.027,-0.0135,-0.9514,-0.1063
93.0625,14.0541,0.6218,0,0.0122,0.0302,0.2098,0.03,0.1113,0.0545,0.0288,0.8342,0.507,-0.0135,0.027,-0.0135,-0.9521,-0.1059
93.125,14.0285,0.6221,0,0.0121,0.0306,0.2057,0.0299,0.1096,0.0527,0.029,0.8338,0.5051,-0.0135,0.027,-0.0135,-0.9528,-0.1055
93.1875,14.0011,0.6225,0,0.0119,0.031,0.2014,0.0298,0.1077,0.0507,0.0291,0.8335,0.5031,-0.0135,0.027,-0.0135,-0.9536,-0.1052
93.25,13.9721,0.6228,0,0.0117,0.0315,0.1968,0.0297,0.1058,0.0486,0.0293,0.8332,0.5009,-0.0135,0.027,-0.0135,-0.9544,-0.1049
93.3125,13.9414,0.6231,0,0.0115,0.032,0.192,0.0297,0.1037,0.0463,0.0295,0.8329,0.4986,-0.0135,0.027,-0.0135,-0.9552,-0.1046
93.375,13.909,0.6233,0,0.0113,0.0325,0.1871,0.0296,0.1015,0.044,0.0297,0.8326,0.4962,-0.0135,0.027,-0.0135,-0.956,-0.1044
93.4375,13.875,0.6236,0,0.0111,0.0331,0.182,0.0295,0.0992,0.0415,0.0299,0.8324,0.4936,-0.0135,0.027,-0.0135,-0.9568,-0.1041
93.5,13.8393,0.6238,0,0.0109,0.0337,0.1767,0.0294,0.0968,0.0389,0.0301,0.8322,0.4909,-0.0135,0.027,-0.0135,-0.9577,-0.104
93.5625,13.8036,0.6241,0,0.0107,0.0343,0.1715,0.0293,0.0945,0.0363,0.0304,0.8319,0.4881,-0.0135,0.027,-0.0135,-0.9585,-0.1037
93.625,13.7679,0.6245,0,0.0104,0.0349,0.1664,0.0292,0.0921,0.0337,0.0306,0.8315,0.4854,-0.0135,0.027,-0.0135,-0.9594,-0.1033
93.6875,13.7321,0.625,0,0.0102,0.0355,0.1613,0.0291,0.0897,0.0311,0.0308,0.831,0.4826,-0.0135,0.027,-0.0135,-0.9602,-0.1028
93.75,13.6964,0.6256,0,0.01,0.0362,0.1564,0.029,0.0874,0.0285,0.0311,0.8304,0.4799,-0.0135,0.027,-0.0135,-0.9609,-0.1021
93.8125,13.6607,0.6263,0,0.0098,0.0368,0.1516,0.0289,0.085,0.0259,0.0313,0.8297,0.4771,-0.0135,0.027,-0.0135,-0.9617,-0.1014
93.875,13.625,0.6272,0,0.0096,0.0375,0.1468,0.0288,0.0827,0.0233,0.0316,0.8289,0.4743,-0.0135,0.027,-0.0135,-0.9624,-0.1006
93.9375,13.5893,0.6281,0,0.0094,0.0382,0.1421,0.0287,0.0803,0.0207,0.0318,0.8279,0.4715,-0.0135,0.027,-0.0135,-0.9631,-0.0997
94,13.5536,0.6292,0,0.0092,0.0389,0.1375,0.0286,0.078,0.0181,0.0321,0.8269,0.4686,-0.0135,0.027,-0.0135,-0.9638,-0.0986
94.0625,13.5179,0.6303,0,0.009,0.0396,0.133,0.0285,0.0757,0.0155,0.0323,0.8258,0.4658,-0.0135,0.027,-0.0135,-0.9645,-0.0975
94.125,13.4821,0.6316,0,0.0088,0.0403,0.1286,0.0284,0.0733,0.0128,0.0326,0.8245,0.4629,-0.0135,0.027,-0.0135,-0.9651,-0.0962
94.1875,13.4464,0.633,0,0.0086,0.041,0.1243,0.0283,0.071,0.0102,0.0329,0.8231,0.4601,-0.0135,0.027,-0.0135,-0.9657,-0.0949
94.25,13.4107,0.6345,0,0.0084,0.0418,0.12,0.0282,0.0687,0.0076,0.0332,0.8217,0.4572,-0.0135,0.027,-0.0135,-0.9664,-0.0934
94.3125,13.375,0.6361,0,0.0083,0.0425,0.1159,0.0281,0.0664,0.005,0.0334,0.8201,0.4543,-0.0135,0.027,-0.0135,-0.967,-0.0918
94.375,13.3393,0.6378,0,0.0081,0.0433,0.1118,0.028,0.0641,0.0024,0.0337,0.8184,0.4514,-0.0135,0.027,-0.0135,-0.9675,-0.0901
94.4375,13.3036,0.6396,0,0.0079,0.0441,0.1078,0.0279,0.0619,-2e-04,0.034,0.8166,0.4484,-0.0135,0.027,-0.0135,-0.9681,-0.0883
94.5,13.2679,0.6415,0,0.0077,0.0449,0.1039,0.0278,0.0596,-0.0028,0.0343,0.8147,0.4455,-0.0135,0.027,-0.0135,-0.9687,-0.0864
94.5625,13.2338,0.6433,0,0.0075,0.0456,0.1002,0.0277,0.0574,-0.0053,0.0346,0.8129,0.4427,-0.0135,0.027,-0.0135,-0.9692,-0.0847
94.625,13.2015,0.645,0,0.0074,0.0463,0.0968,0.0276,0.0554,-0.0076,0.0348,0.8113,0.44,-0.0135,0.027,-0.0135,-0.9697,-0.083
94.6875,13.1708,0.6465,0,0.0072,0.0471,0.0936,0.0276,0.0534,-0.0099,0.0351,0.8098,0.4374,-0.0135,0.027,-0.0135,-0.9701,-0.0815
94.75,13.1417,0.6479,0,0.0071,0.0477,0.0906,0.0275,0.0516,-0.012,0.0353,0.8084,0.435,-0.0135,0.027,-0.0135,-0.9705,-0.0801
94.8125,13.1144,0.6492,0,0.007,0.0484,0.0879,0.0274,0.0499,-0.014,0.0356,0.8071,0.4327,-0.0135,0.027,-0.0135,-0.9709,-0.0788
94.875,13.0887,0.6504,0,0.0068,0.049,0.0854,0.0273,0.0483,-0.0158,0.0358,0.8059,0.4305,-0.0135,0.027,-0.0135,-0.9712,-0.0777
94.9375,13.0647,0.6514,0,0.0067,0.0496,0.0831,0.0273,0.0468,-0.0176,0.036,0.8049,0.4285,-0.0135,0.027,-0.0135,-0.9716,-0.0766
95,13.0424,0.6523,0,0.0066,0.0501,0.0809,0.0272,0.0454,-0.0192,0.0362,0.804,0.4266,-0.0135,0.027,-0.0135,-0.9719,-0.0757
